0  1.335144
1  5.269051
2  15.258789
3  39.625168
4  90.003014
5  179.100037
6  324.845314
7  547.027588
8  869.369507
9  1338.076591
10  1943.659782
11  2741.169930
12  3773.808479
13  5057.621002
14  6610.202789
15  8471.179008
16  10745.692253
17  13458.371162
18  16645.979881
19  20334.362984
20  24728.035927
21  29741.191864
22  35584.807396
23  42211.508751
24  49813.675880
25  58344.721794
26  67981.672287
27  78493.571281
28  90747.570992
29  103819.990158
30  118616.747856
31  137207.746506
32  156705.713272
33  176278.400421
34  200104.832649
35  225696.969032
36  253354.454041
37  283166.432381
38  314474.081993
39  348078.823090
40  389467.382431
41  435357.260704
42  478530.240059
43  521597.909927
44  569411.039352
45  620153.427124
46  676937.890053
47  734534.192085
48  796536.564827
49  864030.599594
50  937477.135658
51  1008271.145821
52  1085007.810593
53  1165439.677238
54  1253787.732124
55  1344484.639168
56  1444625.473022
57  1551077.222824
58  1673933.506012
59  1786982.727051
60  1909405.136108
61  2035157.036781
62  2169114.780426
63  2306449.389458
64  2460161.972046
65  2616811.394691
66  2789383.268356
67  2961781.001091
68  3147355.031967
69  3345224.833488
70  3542548.012733
71  3767910.957336
72  3991379.499435
73  4251409.864426
74  4488436.698914
75  4727583.909035
76  4982048.225403
77  5240477.895737
78  5511105.847359
79  5786202.144623
80  6075654.339790
81  6366921.544075
82  6673441.815376
83  6984300.184250
84  7314297.008514
85  7655140.924454
86  8031652.069092
87  8384196.615219
88  8765782.403946
89  9154242.324829
90  9569402.289391
91  9975659.966469
92  10405695.176125
93  10839494.824409
94  11310283.923149
95  11772681.856155
96  12254916.572571
97  12737257.695198
98  13250217.938423
99  13766597.890854
