0  1.430511
1  2.264977
2  6.127357
3  6.961823
4  7.963181
5  8.893013
6  9.870529
7  10.657310
8  11.873245
9  12.969971
10  14.066696
11  15.187263
12  16.617775
13  18.167496
14  19.669533
15  21.338463
16  23.007393
17  24.724007
18  26.464462
19  28.681755
20  30.708313
21  33.116341
22  35.452843
23  38.313866
24  41.627884
25  44.751167
26  47.898293
27  51.474571
28  54.931641
29  58.722496
30  62.823296
31  67.615509
32  71.787834
33  76.794624
34  81.801414
35  87.904930
36  92.959404
37  99.158287
38  105.595589
39  113.105774
40  120.139122
41  128.555298
42  135.946274
43  144.982338
44  152.373314
45  161.433220
46  170.803070
47  181.484222
48  190.472603
49  201.177597
50  211.977959
51  229.859352
52  241.446495
53  253.438950
54  265.574455
55  279.331207
56  291.800499
57  306.224823
58  320.291519
59  335.884094
60  350.689888
61  367.355347
62  387.382507
63  410.389900
64  428.533554
65  465.416908
66  491.571426
67  519.275665
68  544.476509
69  564.956665
70  583.767891
71  603.103638
72  621.867180
73  644.659996
74  672.149658
75  693.750381
76  715.708733
77  737.667084
78  765.895844
79  793.337822
80  818.490982
81  841.689110
82  869.965553
83  897.645950
84  927.519798
85  960.183144
86  989.365578
87  1018.977165
88  1050.424576
89  1087.045670
90  1116.418839
91  1145.052910
92  1175.308228
93  1203.632355
94  1232.504845
95  1259.994507
96  1284.551620
97  1311.063766
98  1339.483261
99  1366.710663
